Table 1
Row Labels,Count of #,,,,,,,,,,,,,,,,,,,,,,,
16010001-16011000,13,,,,,,,,,,,,,,,,,,,,,,,
16011001-16012000,17,,,,,,,,,,,,,,,,,,,,,,,
16012001-16013000,16,,,,,,,,,,,,,,,,,,,,,,,
16013001-16014000,3,,,,,,,,,,,,,,,,,,,,,,,
17001001-17002000,31,,,,,,,,,,,,,,,,,,,,,,,
17002001-17003000,12,,,,,,,,,,,,,,,,,,,,,,,
17003001-17004000,7,,,,,,,,,,,,,,,,,,,,,,,
17004001-17005000,6,,,,,,,,,,,,,,,,,,,,,,,
17005001-17006000,2,,,,,,,,,,,,,,,,,,,,,,,
17006001-17007000,1,,,,,,,,,,,,,,,,,,,,,,,
17007001-17008000,2,,,,,,,,,,,,,,,,,,,,,,,
17008001-17009000,10,,,,,,,,,,,,,,,,,,,,,,,
17009001-17010000,15,,,,,,,,,,,,,,,,,,,,,,,
17010001-17011000,1,,,,,,,,,,,,,,,,,,,,,,,
18001001-18002000,3,,,,,,,,,,,,,,,,,,,,,,,
18002001-18003000,7,,,,,,,,,,,,,,,,,,,,,,,
18003001-18004000,17,,,,,,,,,,,,,,,,,,,,,,,
18004001-18005000,9,,,,,,,,,,,,,,,,,,,,,,,
18005001-18006000,11,,,,,,,,,,,,,,,,,,,,,,,
18006001-18007000,22,,,,,,,,,,,,,,,,,,,,,,,
18007001-18008000,7,,,,,,,,,,,,,,,,,,,,,,,
18008001-18009000,14,,,,,,,,,,,,,,,,,,,,,,,
18009001-18010000,18,,,,,,,,,,,,,,,,,,,,,,,
18010001-18011000,7,,,,,,,,,,,,,,,,,,,,,,,
18011001-18012000,6,,,,,,,,,,,,,,,,,,,,,,,
18012001-18013000,6,,,,,,,,,,,,,,,,,,,,,,,
18013001-18014000,6,,,,,,,,,,,,,,,,,,,,,,,
18014001-18015000,4,,,,,,,,,,,,,,,,,,,,,,,
18015001-18016000,17,,,,,,,,,,,,,,,,,,,,,,,
18016001-18017000,11,,,,,,,,,,,,,,,,,,,,,,,
18017001-18018000,9,,,,,,,,,,,,,,,,,,,,,,,
18018001-18019000,5,,,,,,,,,,,,,,,,,,,,,,,
18019001-18020000,7,,,,,,,,,,,,,,,,,,,,,,,
18020001-18021000,12,,,,,,,,,,,,,,,,,,,,,,,
18021001-18022000,8,,,,,,,,,,,,,,,,,,,,,,,
18022001-18023000,6,,,,,,,,,,,,,,,,,,,,,,,
18023001-18024000,2,,,,,,,,,,,,,,,,,,,,,,,
18024001-18025000,11,,,,,,,,,,,,,,,,,,,,,,,
18025001-18026000,1,,,,,,,,,,,,,,,,,,,,,,,
18026001-18027000,8,,,,,,,,,,,,,,,,,,,,,,,
18027001-18028000,2,,,,,,,,,,,,,,,,,,,,,,,
18028001-18029000,13,,,,,,,,,,,,,,,,,,,,,,,
18029001-18030000,5,,,,,,,,,,,,,,,,,,,,,,,
18030001-18031000,24,,,,,,,,,,,,,,,,,,,,,,,
18031001-18032000,9,,,,,,,,,,,,,,,,,,,,,,,
18032001-18033000,5,,,,,,,,,,,,,,,,,,,,,,,
18033001-18034000,9,,,,,,,,,,,,,,,,,,,,,,,
18034001-18035000,5,,,,,,,,,,,,,,,,,,,,,,,
18035001-18036000,3,,,,,,,,,,,,,,,,,,,,,,,
18036001-18037000,11,,,,,,,,,,,,,,,,,,,,,,,
18037001-18038000,10,,,,,,,,,,,,,,,,,,,,,,,
18038001-18039000,11,,,,,,,,,,,,,,,,,,,,,,,
18039001-18040000,17,,,,,,,,,,,,,,,,,,,,,,,
18040001-18041000,11,,,,,,,,,,,,,,,,,,,,,,,
18041001-18042000,18,,,,,,,,,,,,,,,,,,,,,,,
18042001-18043000,4,,,,,,,,,,,,,,,,,,,,,,,
19001001-19002000,1,,,,,,,,,,,,,,,,,,,,,,,
19002001-19003000,2,,,,,,,,,,,,,,,,,,,,,,,
19003001-19004000,2,,,,,,,,,,,,,,,,,,,,,,,
19004001-19005000,1,,,,,,,,,,,,,,,,,,,,,,,
19005001-19006000,6,,,,,,,,,,,,,,,,,,,,,,,
19006001-19007000,3,,,,,,,,,,,,,,,,,,,,,,,
19007001-19008000,3,,,,,,,,,,,,,,,,,,,,,,,
19008001-19009000,1,,,,,,,,,,,,,,,,,,,,,,,
19009001-19010000,4,,,,,,,,,,,,,,,,,,,,,,,
19010001-19011000,6,,,,,,,,,,,,,,,,,,,,,,,
19011001-19012000,2,,,,,,,,,,,,,,,,,,,,,,,
19012001-19013000,4,,,,,,,,,,,,,,,,,,,,,,,
19016001-19017000,2,,,,,,,,,,,,,,,,,,,,,,,
19017001-19018000,4,,,,,,,,,,,,,,,,,,,,,,,
19018001-19019000,5,,,,,,,,,,,,,,,,,,,,,,,
19019001-19020000,8,,,,,,,,,,,,,,,,,,,,,,,
19020001-19021000,2,,,,,,,,,,,,,,,,,,,,,,,
19021001-19022000,1,,,,,,,,,,,,,,,,,,,,,,,
19022001-19023000,6,,,,,,,,,,,,,,,,,,,,,,,
19023001-19024000,2,,,,,,,,,,,,,,,,,,,,,,,
19024001-19025000,1,,,,,,,,,,,,,,,,,,,,,,,
19026001-19027000,1,,,,,,,,,,,,,,,,,,,,,,,
19027001-19028000,2,,,,,,,,,,,,,,,,,,,,,,,
19029001-19030000,1,,,,,,,,,,,,,,,,,,,,,,,
19030001-19031000,2,,,,,,,,,,,,,,,,,,,,,,,
19031001-19032000,3,,,,,,,,,,,,,,,,,,,,,,,
19032001-19033000,5,,,,,,,,,,,,,,,,,,,,,,,
19033001-19034000,3,,,,,,,,,,,,,,,,,,,,,,,
19034001-19035000,3,,,,,,,,,,,,,,,,,,,,,,,
19035001-19036000,9,,,,,,,,,,,,,,,,,,,,,,,
19036001-19037000,1,,,,,,,,,,,,,,,,,,,,,,,
19037001-19038000,1,,,,,,,,,,,,,,,,,,,,,,,
19038001-19039000,4,,,,,,,,,,,,,,,,,,,,,,,
19039001-19040000,3,,,,,,,,,,,,,,,,,,,,,,,
19040001-19041000,5,,,,,,,,,,,,,,,,,,,,,,,
19042001-19043000,6,,,,,,,,,,,,,,,,,,,,,,,
19044001-19045000,5,,,,,,,,,,,,,,,,,,,,,,,
19045001-19046000,4,,,,,,,,,,,,,,,,,,,,,,,
19046001-19047000,1,,,,,,,,,,,,,,,,,,,,,,,
19048001-19049000,3,,,,,,,,,,,,,,,,,,,,,,,
19049001-19050000,8,,,,,,,,,,,,,,,,,,,,,,,
19050001-19051000,4,,,,,,,,,,,,,,,,,,,,,,,
19052001-19053000,2,,,,,,,,,,,,,,,,,,,,,,,
19053001-19054000,1,,,,,,,,,,,,,,,,,,,,,,,
19055001-19056000,9,,,,,,,,,,,,,,,,,,,,,,,
19056001-19057000,3,,,,,,,,,,,,,,,,,,,,,,,
19057001-19058000,4,,,,,,,,,,,,,,,,,,,,,,,
19058001-19059000,5,,,,,,,,,,,,,,,,,,,,,,,
19060001-19061000,6,,,,,,,,,,,,,,,,,,,,,,,
19062001-19063000,2,,,,,,,,,,,,,,,,,,,,,,,
19063001-19064000,1,,,,,,,,,,,,,,,,,,,,,,,
19064001-19065000,1,,,,,,,,,,,,,,,,,,,,,,,
19065001-19066000,2,,,,,,,,,,,,,,,,,,,,,,,
19066001-19067000,3,,,,,,,,,,,,,,,,,,,,,,,
19068001-19069000,15,,,,,,,,,,,,,,,,,,,,,,,
19069001-19070000,4,,,,,,,,,,,,,,,,,,,,,,,
19071001-19072000,3,,,,,,,,,,,,,,,,,,,,,,,
19072001-19073000,5,,,,,,,,,,,,,,,,,,,,,,,
19073001-19074000,6,,,,,,,,,,,,,,,,,,,,,,,
19074001-19075000,4,,,,,,,,,,,,,,,,,,,,,,,
19075001-19076000,2,,,,,,,,,,,,,,,,,,,,,,,
19076001-19077000,1,,,,,,,,,,,,,,,,,,,,,,,
19077001-19078000,6,,,,,,,,,,,,,,,,,,,,,,,
19078001-19079000,5,,,,,,,,,,,,,,,,,,,,,,,
19079001-19080000,3,,,,,,,,,,,,,,,,,,,,,,,
19080001-19081000,5,,,,,,,,,,,,,,,,,,,,,,,
19081001-19082000,3,,,,,,,,,,,,,,,,,,,,,,,
19082001-19083000,1,,,,,,,,,,,,,,,,,,,,,,,
19083001-19084000,2,,,,,,,,,,,,,,,,,,,,,,,
19084001-19085000,5,,,,,,,,,,,,,,,,,,,,,,,
19086001-19087000,2,,,,,,,,,,,,,,,,,,,,,,,
19087001-19088000,2,,,,,,,,,,,,,,,,,,,,,,,
19088001-19089000,4,,,,,,,,,,,,,,,,,,,,,,,
19089001-19090000,5,,,,,,,,,,,,,,,,,,,,,,,
19090001-19091000,2,,,,,,,,,,,,,,,,,,,,,,,
19091001-19092000,4,,,,,,,,,,,,,,,,,,,,,,,
19092001-19093000,2,,,,,,,,,,,,,,,,,,,,,,,
19093001-19094000,2,,,,,,,,,,,,,,,,,,,,,,,
19094001-19095000,3,,,,,,,,,,,,,,,,,,,,,,,
19095001-19096000,1,,,,,,,,,,,,,,,,,,,,,,,
19098001-19099000,2,,,,,,,,,,,,,,,,,,,,,,,
19099001-19100000,1,,,,,,,,,,,,,,,,,,,,,,,
19101001-19102000,2,,,,,,,,,,,,,,,,,,,,,,,
19102001-19103000,5,,,,,,,,,,,,,,,,,,,,,,,
19104001-19105000,4,,,,,,,,,,,,,,,,,,,,,,,
19105001-19106000,3,,,,,,,,,,,,,,,,,,,,,,,
19106001-19107000,1,,,,,,,,,,,,,,,,,,,,,,,
19107001-19108000,5,,,,,,,,,,,,,,,,,,,,,,,
19109001-19110000,1,,,,,,,,,,,,,,,,,,,,,,,
19110001-19111000,2,,,,,,,,,,,,,,,,,,,,,,,
19114001-19115000,1,,,,,,,,,,,,,,,,,,,,,,,
19116001-19117000,2,,,,,,,,,,,,,,,,,,,,,,,
19119001-19120000,13,,,,,,,,,,,,,,,,,,,,,,,
19120001-19121000,1,,,,,,,,,,,,,,,,,,,,,,,
19122001-19123000,1,,,,,,,,,,,,,,,,,,,,,,,
19123001-19124000,1,,,,,,,,,,,,,,,,,,,,,,,
19124001-19125000,2,,,,,,,,,,,,,,,,,,,,,,,
19126001-19127000,1,,,,,,,,,,,,,,,,,,,,,,,
19127001-19128000,1,,,,,,,,,,,,,,,,,,,,,,,
19128001-19129000,1,,,,,,,,,,,,,,,,,,,,,,,
19129001-19130000,2,,,,,,,,,,,,,,,,,,,,,,,
19132001-19133000,1,,,,,,,,,,,,,,,,,,,,,,,
19136001-19137000,1,,,,,,,,,,,,,,,,,,,,,,,
19137001-19138000,1,,,,,,,,,,,,,,,,,,,,,,,
19138001-19139000,2,,,,,,,,,,,,,,,,,,,,,,,
19139001-19140000,5,,,,,,,,,,,,,,,,,,,,,,,
19140001-19141000,6,,,,,,,,,,,,,,,,,,,,,,,
19141001-19142000,3,,,,,,,,,,,,,,,,,,,,,,,
19144001-19145000,6,,,,,,,,,,,,,,,,,,,,,,,
19145001-19146000,1,,,,,,,,,,,,,,,,,,,,,,,
19146001-19147000,1,,,,,,,,,,,,,,,,,,,,,,,
19149001-19150000,2,,,,,,,,,,,,,,,,,,,,,,,
19150001-19151000,1,,,,,,,,,,,,,,,,,,,,,,,
20001001-20002000,9,,,,,,,,,,,,,,,,,,,,,,,
20002001-20003000,2,,,,,,,,,,,,,,,,,,,,,,,
20003001-20004000,6,,,,,,,,,,,,,,,,,,,,,,,
20004001-20005000,2,,,,,,,,,,,,,,,,,,,,,,,
20005001-20006000,5,,,,,,,,,,,,,,,,,,,,,,,
20006001-20007000,6,,,,,,,,,,,,,,,,,,,,,,,
20007001-20008000,7,,,,,,,,,,,,,,,,,,,,,,,
20008001-20009000,3,,,,,,,,,,,,,,,,,,,,,,,
20009001-20010000,4,,,,,,,,,,,,,,,,,,,,,,,
20010001-20011000,5,,,,,,,,,,,,,,,,,,,,,,,
20011001-20012000,3,,,,,,,,,,,,,,,,,,,,,,,
20012001-20013000,4,,,,,,,,,,,,,,,,,,,,,,,
20013001-20014000,3,,,,,,,,,,,,,,,,,,,,,,,
20014001-20015000,3,,,,,,,,,,,,,,,,,,,,,,,
20015001-20016000,4,,,,,,,,,,,,,,,,,,,,,,,
20016001-20017000,7,,,,,,,,,,,,,,,,,,,,,,,
20017001-20018000,5,,,,,,,,,,,,,,,,,,,,,,,
20018001-20019000,3,,,,,,,,,,,,,,,,,,,,,,,
20019001-20020000,6,,,,,,,,,,,,,,,,,,,,,,,
20020001-20021000,2,,,,,,,,,,,,,,,,,,,,,,,
20021001-20022000,4,,,,,,,,,,,,,,,,,,,,,,,
20022001-20023000,3,,,,,,,,,,,,,,,,,,,,,,,
20023001-20024000,10,,,,,,,,,,,,,,,,,,,,,,,
20024001-20025000,3,,,,,,,,,,,,,,,,,,,,,,,
20025001-20026000,12,,,,,,,,,,,,,,,,,,,,,,,
20026001-20027000,5,,,,,,,,,,,,,,,,,,,,,,,
20027001-20028000,11,,,,,,,,,,,,,,,,,,,,,,,
20028001-20029000,4,,,,,,,,,,,,,,,,,,,,,,,
20029001-20030000,3,,,,,,,,,,,,,,,,,,,,,,,
20030001-20031000,9,,,,,,,,,,,,,,,,,,,,,,,
20031001-20032000,5,,,,,,,,,,,,,,,,,,,,,,,
20073001-20074000,1,,,,,,,,,,,,,,,,,,,,,,,
21001001-21002000,9,,,,,,,,,,,,,,,,,,,,,,,
21002001-21003000,2,,,,,,,,,,,,,,,,,,,,,,,
21004001-21005000,3,,,,,,,,,,,,,,,,,,,,,,,
21005001-21006000,3,,,,,,,,,,,,,,,,,,,,,,,
21006001-21007000,1,,,,,,,,,,,,,,,,,,,,,,,
21007001-21008000,1,,,,,,,,,,,,,,,,,,,,,,,
21008001-21009000,3,,,,,,,,,,,,,,,,,,,,,,,
21009001-21010000,2,,,,,,,,,,,,,,,,,,,,,,,
21010001-21011000,8,,,,,,,,,,,,,,,,,,,,,,,
21011001-21012000,1,,,,,,,,,,,,,,,,,,,,,,,
21012001-21013000,10,,,,,,,,,,,,,,,,,,,,,,,
22001001-22002000,8,,,,,,,,,,,,,,,,,,,,,,,
22002001-22003000,11,,,,,,,,,,,,,,,,,,,,,,,
22003001-22004000,6,,,,,,,,,,,,,,,,,,,,,,,
22004001-22005000,7,,,,,,,,,,,,,,,,,,,,,,,
22005001-22006000,11,,,,,,,,,,,,,,,,,,,,,,,
22006001-22007000,6,,,,,,,,,,,,,,,,,,,,,,,
22007001-22008000,9,,,,,,,,,,,,,,,,,,,,,,,
22008001-22009000,4,,,,,,,,,,,,,,,,,,,,,,,
23001001-23002000,9,,,,,,,,,,,,,,,,,,,,,,,
23002001-23003000,6,,,,,,,,,,,,,,,,,,,,,,,
23003001-23004000,22,,,,,,,,,,,,,,,,,,,,,,,
23004001-23005000,1,,,,,,,,,,,,,,,,,,,,,,,
23005001-23006000,13,,,,,,,,,,,,,,,,,,,,,,,
23006001-23007000,2,,,,,,,,,,,,,,,,,,,,,,,
23007001-23008000,9,,,,,,,,,,,,,,,,,,,,,,,
23008001-23009000,6,,,,,,,,,,,,,,,,,,,,,,,
23009001-23010000,9,,,,,,,,,,,,,,,,,,,,,,,
23010001-23011000,10,,,,,,,,,,,,,,,,,,,,,,,
23011001-23012000,6,,,,,,,,,,,,,,,,,,,,,,,
23013001-23014000,5,,,,,,,,,,,,,,,,,,,,,,,
23014001-23015000,10,,,,,,,,,,,,,,,,,,,,,,,
23015001-23016000,10,,,,,,,,,,,,,,,,,,,,,,,
23016001-23017000,7,,,,,,,,,,,,,,,,,,,,,,,
23017001-23018000,8,,,,,,,,,,,,,,,,,,,,,,,
23018001-23019000,9,,,,,,,,,,,,,,,,,,,,,,,
23019001-23020000,15,,,,,,,,,,,,,,,,,,,,,,,
23020001-23021000,2,,,,,,,,,,,,,,,,,,,,,,,
23021001-23022000,5,,,,,,,,,,,,,,,,,,,,,,,
23022001-23023000,7,,,,,,,,,,,,,,,,,,,,,,,
23023001-23024000,5,,,,,,,,,,,,,,,,,,,,,,,
23024001-23025000,5,,,,,,,,,,,,,,,,,,,,,,,
23025001-23026000,7,,,,,,,,,,,,,,,,,,,,,,,
23026001-23027000,1,,,,,,,,,,,,,,,,,,,,,,,
23027001-23028000,6,,,,,,,,,,,,,,,,,,,,,,,
23028001-23029000,16,,,,,,,,,,,,,,,,,,,,,,,
23029001-23030000,5,,,,,,,,,,,,,,,,,,,,,,,
23030001-23031000,22,,,,,,,,,,,,,,,,,,,,,,,
23032001-23033000,7,,,,,,,,,,,,,,,,,,,,,,,
23033001-23034000,9,,,,,,,,,,,,,,,,,,,,,,,
23034001-23035000,7,,,,,,,,,,,,,,,,,,,,,,,
23035001-23036000,3,,,,,,,,,,,,,,,,,,,,,,,
23036001-23037000,1,,,,,,,,,,,,,,,,,,,,,,,
23038001-23039000,5,,,,,,,,,,,,,,,,,,,,,,,
23039001-23040000,1,,,,,,,,,,,,,,,,,,,,,,,
23040001-23041000,8,,,,,,,,,,,,,,,,,,,,,,,
23041001-23042000,6,,,,,,,,,,,,,,,,,,,,,,,
23042001-23043000,8,,,,,,,,,,,,,,,,,,,,,,,
23043001-23044000,1,,,,,,,,,,,,,,,,,,,,,,,
23044001-23045000,9,,,,,,,,,,,,,,,,,,,,,,,
23045001-23046000,1,,,,,,,,,,,,,,,,,,,,,,,
23046001-23047000,5,,,,,,,,,,,,,,,,,,,,,,,
23047001-23048000,6,,,,,,,,,,,,,,,,,,,,,,,
23048001-23049000,4,,,,,,,,,,,,,,,,,,,,,,,
23049001-23050000,6,,,,,,,,,,,,,,,,,,,,,,,
23050001-23051000,3,,,,,,,,,,,,,,,,,,,,,,,
23051001-23052000,3,,,,,,,,,,,,,,,,,,,,,,,
23053001-23054000,2,,,,,,,,,,,,,,,,,,,,,,,
23054001-23055000,3,,,,,,,,,,,,,,,,,,,,,,,
23055001-23056000,1,,,,,,,,,,,,,,,,,,,,,,,
23056001-23057000,2,,,,,,,,,,,,,,,,,,,,,,,
23057001-23058000,8,,,,,,,,,,,,,,,,,,,,,,,
23058001-23059000,3,,,,,,,,,,,,,,,,,,,,,,,
23059001-23060000,6,,,,,,,,,,,,,,,,,,,,,,,
23060001-23061000,3,,,,,,,,,,,,,,,,,,,,,,,
23061001-23062000,4,,,,,,,,,,,,,,,,,,,,,,,
23063001-23064000,2,,,,,,,,,,,,,,,,,,,,,,,
23064001-23065000,2,,,,,,,,,,,,,,,,,,,,,,,
23065001-23066000,3,,,,,,,,,,,,,,,,,,,,,,,
23066001-23067000,3,,,,,,,,,,,,,,,,,,,,,,,
24002001-24003000,11,,,,,,,,,,,,,,,,,,,,,,,
24004001-24005000,5,,,,,,,,,,,,,,,,,,,,,,,
24005001-24006000,7,,,,,,,,,,,,,,,,,,,,,,,
24006001-24007000,8,,,,,,,,,,,,,,,,,,,,,,,
24007001-24008000,3,,,,,,,,,,,,,,,,,,,,,,,
24008001-24009000,3,,,,,,,,,,,,,,,,,,,,,,,
24009001-24010000,3,,,,,,,,,,,,,,,,,,,,,,,
24010001-24011000,9,,,,,,,,,,,,,,,,,,,,,,,
24011001-24012000,2,,,,,,,,,,,,,,,,,,,,,,,
24012001-24013000,3,,,,,,,,,,,,,,,,,,,,,,,
24013001-24014000,6,,,,,,,,,,,,,,,,,,,,,,,
24014001-24015000,3,,,,,,,,,,,,,,,,,,,,,,,
24015001-24016000,3,,,,,,,,,,,,,,,,,,,,,,,
24016001-24017000,5,,,,,,,,,,,,,,,,,,,,,,,
24017001-24018000,5,,,,,,,,,,,,,,,,,,,,,,,
24019001-24020000,1,,,,,,,,,,,,,,,,,,,,,,,
24020001-24021000,1,,,,,,,,,,,,,,,,,,,,,,,
24022001-24023000,5,,,,,,,,,,,,,,,,,,,,,,,
24023001-24024000,5,,,,,,,,,,,,,,,,,,,,,,,
24024001-24025000,1,,,,,,,,,,,,,,,,,,,,,,,
24025001-24026000,4,,,,,,,,,,,,,,,,,,,,,,,
24026001-24027000,1,,,,,,,,,,,,,,,,,,,,,,,
24027001-24028000,1,,,,,,,,,,,,,,,,,,,,,,,
24029001-24030000,4,,,,,,,,,,,,,,,,,,,,,,,
24030001-24031000,3,,,,,,,,,,,,,,,,,,,,,,,
24031001-24032000,5,,,,,,,,,,,,,,,,,,,,,,,
24032001-24033000,4,,,,,,,,,,,,,,,,,,,,,,,
24033001-24034000,1,,,,,,,,,,,,,,,,,,,,,,,
24035001-24036000,2,,,,,,,,,,,,,,,,,,,,,,,
24036001-24037000,5,,,,,,,,,,,,,,,,,,,,,,,
24037001-24038000,5,,,,,,,,,,,,,,,,,,,,,,,
24038001-24039000,7,,,,,,,,,,,,,,,,,,,,,,,
24039001-24040000,6,,,,,,,,,,,,,,,,,,,,,,,
24040001-24041000,4,,,,,,,,,,,,,,,,,,,,,,,
24041001-24042000,1,,,,,,,,,,,,,,,,,,,,,,,
24043001-24044000,2,,,,,,,,,,,,,,,,,,,,,,,
24044001-24045000,2,,,,,,,,,,,,,,,,,,,,,,,
24046001-24047000,5,,,,,,,,,,,,,,,,,,,,,,,
24047001-24048000,2,,,,,,,,,,,,,,,,,,,,,,,
24048001-24049000,5,,,,,,,,,,,,,,,,,,,,,,,
24049001-24050000,2,,,,,,,,,,,,,,,,,,,,,,,
24050001-24051000,6,,,,,,,,,,,,,,,,,,,,,,,
24051001-24052000,9,,,,,,,,,,,,,,,,,,,,,,,
24052001-24053000,1,,,,,,,,,,,,,,,,,,,,,,,
25001001-25002000,4,,,,,,,,,,,,,,,,,,,,,,,
25002001-25003000,5,,,,,,,,,,,,,,,,,,,,,,,
25003001-25004000,11,,,,,,,,,,,,,,,,,,,,,,,
25004001-25005000,8,,,,,,,,,,,,,,,,,,,,,,,
25005001-25006000,1,,,,,,,,,,,,,,,,,,,,,,,
26001001-26002000,8,,,,,,,,,,,,,,,,,,,,,,,
26002001-26003000,3,,,,,,,,,,,,,,,,,,,,,,,
26003001-26004000,1,,,,,,,,,,,,,,,,,,,,,,,
26004001-26005000,6,,,,,,,,,,,,,,,,,,,,,,,
26005001-26006000,2,,,,,,,,,,,,,,,,,,,,,,,
26006001-26007000,2,,,,,,,,,,,,,,,,,,,,,,,
26007001-26008000,7,,,,,,,,,,,,,,,,,,,,,,,
26008001-26009000,4,,,,,,,,,,,,,,,,,,,,,,,
26009001-26010000,4,,,,,,,,,,,,,,,,,,,,,,,
26010001-26011000,1,,,,,,,,,,,,,,,,,,,,,,,
26012001-26013000,3,,,,,,,,,,,,,,,,,,,,,,,
26013001-26014000,6,,,,,,,,,,,,,,,,,,,,,,,
26016001-26017000,16,,,,,,,,,,,,,,,,,,,,,,,
26017001-26018000,7,,,,,,,,,,,,,,,,,,,,,,,
26018001-26019000,3,,,,,,,,,,,,,,,,,,,,,,,
26019001-26020000,2,,,,,,,,,,,,,,,,,,,,,,,
26020001-26021000,3,,,,,,,,,,,,,,,,,,,,,,,
26021001-26022000,6,,,,,,,,,,,,,,,,,,,,,,,
26022001-26023000,4,,,,,,,,,,,,,,,,,,,,,,,
26023001-26024000,12,,,,,,,,,,,,,,,,,,,,,,,
26024001-26025000,5,,,,,,,,,,,,,,,,,,,,,,,
26025001-26026000,3,,,,,,,,,,,,,,,,,,,,,,,
26026001-26027000,5,,,,,,,,,,,,,,,,,,,,,,,
26027001-26028000,25,,,,,,,,,,,,,,,,,,,,,,,
26028001-26029000,5,,,,,,,,,,,,,,,,,,,,,,,
26029001-26030000,1,,,,,,,,,,,,,,,,,,,,,,,
26030001-26031000,5,,,,,,,,,,,,,,,,,,,,,,,
26031001-26032000,3,,,,,,,,,,,,,,,,,,,,,,,
26032001-26033000,3,,,,,,,,,,,,,,,,,,,,,,,
26033001-26034000,2,,,,,,,,,,,,,,,,,,,,,,,
26034001-26035000,3,,,,,,,,,,,,,,,,,,,,,,,
26036001-26037000,2,,,,,,,,,,,,,,,,,,,,,,,
26037001-26038000,1,,,,,,,,,,,,,,,,,,,,,,,
26039001-26040000,2,,,,,,,,,,,,,,,,,,,,,,,
26040001-26041000,4,,,,,,,,,,,,,,,,,,,,,,,
26041001-26042000,4,,,,,,,,,,,,,,,,,,,,,,,
26042001-26043000,1,,,,,,,,,,,,,,,,,,,,,,,
26043001-26044000,4,,,,,,,,,,,,,,,,,,,,,,,
26044001-26045000,2,,,,,,,,,,,,,,,,,,,,,,,
26045001-26046000,2,,,,,,,,,,,,,,,,,,,,,,,
26046001-26047000,3,,,,,,,,,,,,,,,,,,,,,,,
26047001-26048000,10,,,,,,,,,,,,,,,,,,,,,,,
26048001-26049000,2,,,,,,,,,,,,,,,,,,,,,,,
27001001-27002000,10,,,,,,,,,,,,,,,,,,,,,,,
27002001-27003000,125,,,,,,,,,,,,,,,,,,,,,,,
27003001-27004000,55,,,,,,,,,,,,,,,,,,,,,,,
27004001-27005000,74,,,,,,,,,,,,,,,,,,,,,,,
27005001-27006000,37,,,,,,,,,,,,,,,,,,,,,,,
27006001-27007000,44,,,,,,,,,,,,,,,,,,,,,,,
27007001-27008000,47,,,,,,,,,,,,,,,,,,,,,,,
27008001-27009000,6,,,,,,,,,,,,,,,,,,,,,,,
27009001-27010000,2,,,,,,,,,,,,,,,,,,,,,,,
27010001-27011000,1,,,,,,,,,,,,,,,,,,,,,,,
27011001-27012000,6,,,,,,,,,,,,,,,,,,,,,,,
28001001-28002000,3,,,,,,,,,,,,,,,,,,,,,,,
28002001-28003000,5,,,,,,,,,,,,,,,,,,,,,,,
28003001-28004000,1,,,,,,,,,,,,,,,,,,,,,,,
28005001-28006000,3,,,,,,,,,,,,,,,,,,,,,,,
28007001-28008000,2,,,,,,,,,,,,,,,,,,,,,,,
28008001-28009000,3,,,,,,,,,,,,,,,,,,,,,,,
28009001-28010000,5,,,,,,,,,,,,,,,,,,,,,,,
28010001-28011000,3,,,,,,,,,,,,,,,,,,,,,,,
28013001-28014000,6,,,,,,,,,,,,,,,,,,,,,,,
29001001-29002000,8,,,,,,,,,,,,,,,,,,,,,,,
29002001-29003000,3,,,,,,,,,,,,,,,,,,,,,,,
29003001-29004000,5,,,,,,,,,,,,,,,,,,,,,,,
30001001-30002000,1,,,,,,,,,,,,,,,,,,,,,,,
30002001-30003000,1,,,,,,,,,,,,,,,,,,,,,,,
30003001-30004000,2,,,,,,,,,,,,,,,,,,,,,,,
30004001-30005000,3,,,,,,,,,,,,,,,,,,,,,,,
30005001-30006000,5,,,,,,,,,,,,,,,,,,,,,,,
30006001-30007000,4,,,,,,,,,,,,,,,,,,,,,,,
30007001-30008000,5,,,,,,,,,,,,,,,,,,,,,,,
30009001-30010000,2,,,,,,,,,,,,,,,,,,,,,,,
31001001-31002000,5,,,,,,,,,,,,,,,,,,,,,,,
32001001-32002000,1,,,,,,,,,,,,,,,,,,,,,,,
32003001-32004000,1,,,,,,,,,,,,,,,,,,,,,,,
32004001-32005000,2,,,,,,,,,,,,,,,,,,,,,,,
32015001-32016000,1,,,,,,,,,,,,,,,,,,,,,,,
33001001-33002000,8,,,,,,,,,,,,,,,,,,,,,,,
33002001-33003000,4,,,,,,,,,,,,,,,,,,,,,,,
33004001-33005000,1,,,,,,,,,,,,,,,,,,,,,,,
33006001-33007000,1,,,,,,,,,,,,,,,,,,,,,,,
33007001-33008000,2,,,,,,,,,,,,,,,,,,,,,,,
34001001-34002000,2,,,,,,,,,,,,,,,,,,,,,,,
34002001-34003000,6,,,,,,,,,,,,,,,,,,,,,,,
34003001-34004000,3,,,,,,,,,,,,,,,,,,,,,,,
35001001-35002000,5,,,,,,,,,,,,,,,,,,,,,,,
35002001-35003000,4,,,,,,,,,,,,,,,,,,,,,,,
35003001-35004000,7,,,,,,,,,,,,,,,,,,,,,,,
36001001-36002000,2,,,,,,,,,,,,,,,,,,,,,,,
36002001-36003000,4,,,,,,,,,,,,,,,,,,,,,,,
36003001-36004000,1,,,,,,,,,,,,,,,,,,,,,,,
